mod;04.05.2015;07:24:58
usr;export
cpt;server
exe;INTREST_Export
lib;1
mrv;1
dvn;0
chs;ISO_LATIN_1
dss;full
dbn;ITSGMA120709
uid;14
cid;1
typ;R
eoh;

tbl;Node
atr;NODE_ID;LEVEL;VIRTUAL_TYPE;X;Y;VIRT_LINKID;VIRT_PERCENT;BIKE_DELAY;STATUS;NODE_OBJECTID;VIRT_LINK_OBJECTID
frm;decimal(10);decimal(3,1);decimal(1);decimal(9,7);decimal(9,7);decimal(10);decimal(7,4);decimal(3);string(1);decimal(20);decimal(20)
rec;10350987;0.0;0;16.3286985;48.1922227;-1;-1.0000;-1;"U";10350987;-1
rec;10350988;0.0;0;16.3298914;48.1925028;-1;-1.0000;-1;"U";10350988;-1
rec;10350989;0.0;0;16.3299306;48.1923049;-1;-1.0000;-1;"U";10350989;-1
rec;10350990;0.0;0;16.3303873;48.1926995;-1;-1.0000;-1;"U";10350990;-1
rec;10350991;0.0;0;16.3308338;48.1928822;-1;-1.0000;-1;"U";10350991;-1
rec;10351011;0.0;0;16.3304399;48.1947657;-1;-1.0000;-1;"U";10351011;-1
rec;10351016;0.0;0;16.3304603;48.1939440;-1;-1.0000;-1;"U";10351016;-1
rec;10351017;0.0;0;16.3301833;48.1940433;-1;-1.0000;-1;"U";10351017;-1
rec;10351018;0.0;0;16.3268134;48.1928734;-1;-1.0000;-1;"U";10351018;-1
rec;10351019;0.0;0;16.3382793;48.1982291;-1;-1.0000;-1;"U";10351019;-1
rec;10351020;0.0;0;16.3390456;48.1956831;-1;-1.0000;-1;"U";10351020;-1
rec;10351021;0.0;0;16.3399607;48.1958267;-1;-1.0000;-1;"U";10351021;-1
rec;10351022;0.0;0;16.3418494;48.1962867;-1;-1.0000;-1;"U";10351022;-1
rec;10351024;0.0;0;16.3390427;48.1983916;-1;-1.0000;-1;"U";10351024;-1
